Date,Message
2025-10-01T08:30:00.000-00:00,"0,1.07,100,4.63,0.37,NaN,0,2,0,6,0"
2025-10-01T11:00:00.000-00:00,"0,0.88,100,3.06,0.08,NaN,0,1,0,8,9"
2025-10-01T12:15:00.000-00:00,"1,0.61,100,2.09,0.09,NaN,0,2,1,2,0"
2025-10-01T12:30:00.000-00:00,"1,0.42,100,2,0.1,NaN,0,4,1,1,1"
2025-10-01T16:15:00.000-00:00,"1,0.87,100,1.95,0.2,NaN,0,3,0,3,0"
2025-10-01T17:15:00.000-00:00,"0,0.24,100,0.7,0.19,NaN,0,3,0,2,0"
2025-10-01T18:15:00.000-00:00,"0,0.78,100,1.53,0.03,NaN,0,3,0,3,4"
2025-10-01T19:45:00.000-00:00,"1,0.44,100,1.56,0.22,NaN,0,3,0,1,3"
2025-10-01T20:00:00.000-00:00,"1,0.15,100,1.14,0.17,NaN,0,3,0,5,1"
2025-10-01T22:45:00.000-00:00,"1,0.7,100,2.85,0.65,NaN,0,1,1,2,0"
2025-10-01T23:15:00.000-00:00,"1,0.28,100,0.71,0.14,NaN,0,1,1,3,2"
2025-10-01T23:15:00.000-00:00,"0,0.38,100,2.79,0.25,NaN,0,3,0,7,5"
2025-10-02T22:00:00.000-00:00,"1,0.2,100,0.56,0.35,NaN,0,1,1,3,0"
2025-10-03T01:45:00.000-00:00,"1,0.56,100,1.51,0.22,NaN,0,3,1,5,25"
2025-10-03T01:45:00.000-00:00,"1,0.23,100,1.71,0.12,NaN,0,3,1,18,13"
2025-10-03T03:00:00.000-00:00,"1,0.55,100,2.01,0.05,1864.66,1,1,1,1,4"
2025-10-03T15:00:00.000-00:00,"1,0.26,100,0.95,0.14,4182.23,1,3,0,1,0"
2025-10-03T17:15:00.000-00:00,"1,0.37,100,0.94,0.04,4667.38,1,3,0,3,1"
2025-10-03T17:45:00.000-00:00,"1,1,100,1.25,0.13,4147.85,1,3,0,5,2"
2025-10-06T00:15:00.000-00:00,"1,0.73,100,0.87,0.85,2032.87,1,1,1,8,0"
2025-10-06T05:00:00.000-00:00,"1,0.08,100,4,0.18,2339.22,1,1,0,1,0"
2025-10-06T13:30:00.000-00:00,"0,1.25,100,3.8,0.46,3232.27,1,3,1,1,73"
2025-10-06T17:45:00.000-00:00,"0,3.04,100,3.66,0.02,-815.77,0,3,0,2,13"
2025-10-07T08:00:00.000-00:00,"0,0.42,100,3,0.12,-528.13,0,1,1,1,35"
2025-10-07T10:00:00.000-00:00,"0,0.87,100,6.56,0.28,-140.84,0,1,1,45,0"
2025-10-07T23:30:00.000-00:00,"1,0.18,100,1.89,0.15,-342.36,0,3,0,11,2"
2025-10-08T11:00:00.000-00:00,"1,0.05,100,1.58,0.77,277.62,1,2,1,1,11"
2025-10-08T13:00:00.000-00:00,"1,0.62,100,3.17,0.18,484.06,1,2,1,1,7"
2025-10-08T13:30:00.000-00:00,"1,0.19,100,0.98,0.82,304.44,1,2,1,11,0"
2025-10-09T01:00:00.000-00:00,"1,0.59,100,2.57,0.03,-275.97,0,1,1,11,0"
2025-10-09T04:15:00.000-00:00,"0,0.29,100,2,0.12,-790,0,1,0,1,1"
2025-10-09T10:15:00.000-00:00,"1,0.39,100,2.37,0.14,-153.93,0,2,0,2,1"
2025-10-10T06:30:00.000-00:00,"1,0.26,100,0.58,1.34,-1169.13,0,1,1,4,0"
2025-10-10T06:30:00.000-00:00,"1,0.28,100,1.86,0.13,-1963.43,0,1,1,35,0"
2025-10-10T14:00:00.000-00:00,"1,0.46,100,5.01,0.09,-369.84,0,4,1,2,0"
2025-10-13T08:15:00.000-00:00,"1,0.53,100,1.63,0.13,-1939.97,0,2,0,1,2"
2025-10-13T19:30:00.000-00:00,"0,0.18,100,2.7,0.15,-645.85,0,3,0,1,1"
2025-10-13T23:15:00.000-00:00,"1,0.1,100,9.26,0.01,-138.02,0,1,1,4,0"
2025-10-14T03:15:00.000-00:00,"1,1.02,100,3.62,0.05,608.74,1,1,0,2,9"
2025-10-14T11:00:00.000-00:00,"0,0.76,100,2.69,0.58,-2947.33,0,2,0,1,0"
2025-10-14T15:30:00.000-00:00,"0,0.62,100,2.53,0.29,-799.8,0,1,0,41,3"
2025-10-14T15:30:00.000-00:00,"0,0.08,100,1.22,1.23,84.19,1,1,1,48,0"
2025-10-14T19:30:00.000-00:00,"1,0.28,100,0.97,0.15,3149.5,1,3,0,1,10"
2025-10-15T05:30:00.000-00:00,"1,0.03,100,0.48,1.36,2290.41,1,1,1,2,0"
2025-10-15T06:30:00.000-00:00,"1,0.01,100,0.59,0.43,2252.23,1,1,1,4,3"
2025-10-15T08:00:00.000-00:00,"0,1.28,100,10.7,0.14,2869.04,1,3,0,25,24"
2025-10-15T17:45:00.000-00:00,"0,1.11,100,13.44,0.02,-212.03,0,3,0,1,1"
2025-10-15T22:00:00.000-00:00,"1,0.26,100,0.97,0.13,-26.13,0,3,1,4,12"
2025-10-16T00:15:00.000-00:00,"1,0.1,100,1.04,0.07,21.02,1,1,1,10,0"
2025-10-16T00:30:00.000-00:00,"1,0.79,100,0.4,0.91,297.74,1,1,0,5,5"
2025-10-16T11:00:00.000-00:00,"1,0.37,100,3.28,0.08,1250.85,1,2,1,4,0"
2025-10-16T12:30:00.000-00:00,"0,0.21,100,3.05,0.03,628.7,1,4,0,1,0"
2025-10-16T19:45:00.000-00:00,"0,0.23,100,0.72,0.5,-3594.9,0,3,0,1,0"
2025-10-17T09:00:00.000-00:00,"0,0.12,100,0.8,1.09,-5688.68,0,2,0,1,5"
2025-10-17T19:00:00.000-00:00,"1,0.55,100,1.5,0.38,611.93,1,3,1,3,9"
2025-10-20T01:15:00.000-00:00,"0,0.43,100,3.78,0.04,1524.52,1,1,0,5,2"
2025-10-20T03:30:00.000-00:00,"1,0.46,100,1.51,0.42,1400.07,1,1,1,3,7"
2025-10-20T03:45:00.000-00:00,"1,0.39,100,1.53,0.61,1377.71,1,3,1,18,16"
2025-10-20T09:15:00.000-00:00,"1,0.22,100,2.45,0.93,1783.92,1,1,1,19,2"
2025-10-20T12:45:00.000-00:00,"0,0.32,100,2.08,0.41,1984.65,1,2,0,18,0"
2025-10-20T19:45:00.000-00:00,"1,1.3,100,1.61,0.03,3761.93,1,3,1,1,19"
2025-10-20T22:00:00.000-00:00,"1,0.15,100,0.55,0.02,4643.38,1,1,0,3,0"
2025-10-22T03:45:00.000-00:00,"0,0.18,100,2.34,0.3,2222.05,1,1,0,1,0"
2025-10-22T04:00:00.000-00:00,"0,0.29,100,0.53,0.4,3107.97,1,1,0,1,23"
2025-10-22T07:00:00.000-00:00,"1,0.51,100,1.29,0.47,2650.75,1,1,0,5,6"
2025-10-22T20:00:00.000-00:00,"0,0.32,100,2.37,0.56,-1333.98,0,3,1,8,2"
2025-10-23T01:15:00.000-00:00,"0,0.43,100,2.26,0.32,-2176.19,0,1,0,2,3"
2025-10-23T12:15:00.000-00:00,"0,0.02,100,0.6,3.37,-1379.34,0,4,1,1,0"
2025-10-23T13:30:00.000-00:00,"0,0,100,3.09,0.08,-2237.96,0,3,0,1,78"
2025-10-23T21:15:00.000-00:00,"0,0.17,100,0.6,0.34,418.5,1,3,0,2,1"
2025-10-23T22:30:00.000-00:00,"0,0.03,100,1.39,0.3,521.58,1,3,0,4,5"
2025-10-24T07:15:00.000-00:00,"1,0.91,100,2.14,0.24,1409.91,1,1,0,1,3"
2025-10-24T09:15:00.000-00:00,"0,1.05,100,5.2,0.03,649.96,1,2,0,1,3"
2025-10-26T22:00:00.000-00:00,"0,0.03,100,1.19,1.16,3936.59,1,3,0,4,0"
2025-10-26T22:00:00.000-00:00,"0,0.01,100,2.43,0.03,4256.22,1,3,0,5,0"
2025-10-26T22:00:00.000-00:00,"1,0.93,100,1.87,0.13,4493.99,1,3,1,4,18"
2025-10-27T01:45:00.000-00:00,"0,0.17,100,1.72,0.11,5386.87,1,1,1,1,1"
2025-10-27T11:30:00.000-00:00,"0,0.14,100,0.98,0.74,4114.69,1,2,1,1,11"
2025-10-27T13:00:00.000-00:00,"0,0.84,100,3.93,0.18,3206.18,1,2,0,1,4"
2025-10-27T13:15:00.000-00:00,"0,0.01,100,1.27,0.21,3355.27,1,2,0,5,2"
2025-10-27T13:30:00.000-00:00,"0,0.77,100,3.76,0.24,4400.93,1,2,1,21,0"
2025-10-28T09:45:00.000-00:00,"1,0.24,100,1.14,1.46,3086.3,1,3,1,34,21"
2025-10-28T13:30:00.000-00:00,"1,0.43,100,1.36,0.59,3445.08,1,4,1,5,0"
2025-10-28T16:15:00.000-00:00,"0,0.17,100,0.72,0.14,2853.36,1,3,0,1,1"
2025-10-28T19:30:00.000-00:00,"1,0.19,100,2.77,0.1,4092.23,1,3,0,2,8"
2025-10-28T19:30:00.000-00:00,"1,0.43,100,0.82,2.18,3334.76,1,3,0,11,0"
2025-10-29T08:30:00.000-00:00,"1,1.01,100,2.28,0.12,2922.27,1,2,0,34,50"
2025-10-29T10:30:00.000-00:00,"0,1.74,100,5.73,0.19,887.11,1,2,0,7,0"
2025-10-29T13:30:00.000-00:00,"1,0.12,100,1.38,0.02,2479.1,1,4,1,1,0"
2025-10-29T18:30:00.000-00:00,"1,3.57,100,8.81,0.06,1331.51,1,2,1,31,0"
2025-10-29T18:30:00.000-00:00,"1,1.08,100,1.05,0.97,752.7,1,2,1,32,0"
2025-10-29T18:30:00.000-00:00,"1,0.17,100,0.35,1.55,489.35,1,2,1,33,0"
2025-10-30T07:00:00.000-00:00,"0,0.51,100,1.29,0.26,-308.57,0,1,0,2,1"
2025-10-30T10:00:00.000-00:00,"0,0.03,100,0.92,1.06,-1612.9,0,2,0,1,0"
2025-10-30T13:30:00.000-00:00,"0,0.47,100,2,0.3,-1505.71,0,4,0,1,4"
2025-10-30T18:45:00.000-00:00,"1,1.3,100,2.18,0.18,1113.51,1,3,0,12,7"
2025-10-31T04:00:00.000-00:00,"0,0.5,100,2.75,0.06,-780.82,0,1,0,3,2"
2025-10-31T05:15:00.000-00:00,"0,0.26,100,0.98,0.05,-616.19,0,1,1,6,5"
2025-10-31T09:30:00.000-00:00,"1,0.42,100,1.73,0.52,-555.77,0,2,0,1,6"
2025-10-31T11:15:00.000-00:00,"0,0.13,100,0.88,0.26,-845.18,0,2,0,4,0"
2025-10-31T11:15:00.000-00:00,"0,0.01,100,0.04,4.14,-796.28,0,2,0,5,0"
2025-10-31T11:15:00.000-00:00,"0,0.55,100,1.8,0.01,-629.82,0,2,0,6,0"
2025-10-31T12:30:00.000-00:00,"1,0.09,100,0.37,0.06,-314.11,0,2,1,3,0"
2025-10-31T18:00:00.000-00:00,"0,0.13,100,0.72,0.4,-1929.39,0,3,0,1,2"
2025-10-31T19:15:00.000-00:00,"1,0.11,100,0.55,0.81,-461.02,0,3,1,1,2"
2025-11-03T06:15:00.000-00:00,"1,1.9,100,2.52,0.01,-41.24,0,1,1,28,0"
2025-11-04T12:15:00.000-00:00,"1,0.01,100,0.67,0.21,-3792.09,0,2,1,4,1"
2025-11-04T14:30:00.000-00:00,"1,0.89,100,1.48,0.12,-4118.12,0,2,1,15,0"
2025-11-04T15:00:00.000-00:00,"0,0.12,100,0.72,1.21,-2813.99,0,1,1,42,0"
2025-11-04T17:00:00.000-00:00,"1,0.97,100,2.59,0.24,-1416.26,0,3,0,2,5"
2025-11-05T01:00:00.000-00:00,"0,0.34,100,1.54,0.22,-1870.17,0,1,1,1,0"
2025-11-05T05:00:00.000-00:00,"1,0.3,100,2.23,0.01,-1297.06,0,1,1,1,3"
